data;pubblicazione;url;fascia;vaccino;popolazione_diagnosi;diagnosi;popolazione_giorno_diagnosi;diagnosi_start;diagnosi_end;totale;percentuale_popolazione;percentuale_diagnosi;popolazione_ospedalizzati;ospedalizzazioni;popolazione_giorno_ospedalizzati;ospedalizzazioni_start;ospedalizzazioni_end;totale;percentuale_popolazione;percentuale_ospedalizzazioni;popolazione_ricoveri;ricoveri;popolazione_giorno_ricoveri;ricoveri_start;ricoveri_end;totale;percentuale_popolazione;percentuale_ricoveri;popolazione_decessi;decessi;popolazione_giorno_decessi;decessi_start;decessi_end;totale;percentuale_popolazione;percentuale_decessi
09/02/22;11/02/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_9-febbraio-2022.pdf;80+;NON VACCINATI;187.961;19.198;22/01/22;07/01/22;06/02/22;4.590.683;0,040944016;0,10213821;195.946;3.820;08/01/22;24/12/21;23/01/22;4.590.683;0,042683409;0,019495167;195.946;137;08/01/22;24/12/21;23/01/22;4.590.683;0,042683409;0,000699172;199.969;1630;01/01/22;17/12/21;16/01/22;4.590.683;0,043559749;0,008151263
09/02/22;11/02/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_9-febbraio-2022.pdf;80+;VACCINATI CON CICLO INCOMPLETO;82.553;2.389;22/01/22;07/01/22;06/02/22;4.590.683;0,017982727;0,028938985;82.123;331;08/01/22;24/12/21;23/01/22;4.590.683;0,017889059;0,00403054;82.123;7;08/01/22;24/12/21;23/01/22;4.590.683;0,017889059;8,52E-05;82.078;130;01/01/22;17/12/21;16/01/22;4.590.683;0,017879257;0,001583859
09/02/22;11/02/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_9-febbraio-2022.pdf;80+;VACCINATI CON CICLO COMPLETO DA > 4 mesi;787.756;25.155;22/01/22;07/01/22;06/02/22;4.590.683;0,171598867;0,031932477;979.985;4.250;08/01/22;24/12/21;23/01/22;4.590.683;0,213472592;0,004336801;979.985;93;08/01/22;24/12/21;23/01/22;4.590.683;0,213472592;9,49E-05;1.146.518;1485;01/01/22;17/12/21;16/01/22;4.590.683;0,249748894;0,001295226
09/02/22;11/02/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_9-febbraio-2022.pdf;80+;VACCINATI CON CICLO COMPLETO DA <= 4 mesi;93.573;3.641;22/01/22;07/01/22;06/02/22;4.590.683;0,020383241;0,038910797;105.156;373;08/01/22;24/12/21;23/01/22;4.590.683;0,022906395;0,003547111;105.156;12;08/01/22;24/12/21;23/01/22;4.590.683;0,022906395;0,000114116;109.647;114;01/01/22;17/12/21;16/01/22;4.590.683;0,023884681;0,0010397
09/02/22;11/02/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_9-febbraio-2022.pdf;80+;VACCINATI CON CICLO COMPLETO + DOSE AGGIUNTIVA/BOOSTER;3.438.840;78.407;22/01/22;07/01/22;06/02/22;4.590.683;0,749091148;0,022800421;3.227.473;4.440;08/01/22;24/12/21;23/01/22;4.590.683;0,703048544;0,001375689;3.227.473;105;08/01/22;24/12/21;23/01/22;4.590.683;0,703048544;3,25E-05;3.052.471;982;01/01/22;17/12/21;16/01/22;4.590.683;0,664927419;0,000321707
16/02/22;18/02/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_16-febbraio-2022.pdf;12_39;NON VACCINATI;2.137.742;279.345;29/01/22;14/01/22;13/02/22;17.440.560;0,122573014;0,130672925;2.351.591;2.154;15/01/22;31/12/21;30/01/22;17.440.560;0,134834604;0,000915976;2.351.591;59;15/01/22;31/12/21;30/01/22;17.440.560;0,134834604;2,51E-05;2.415.932;28;08/01/22;24/12/21;23/01/22;17.440.560;0,138523763;1,16E-05
16/02/22;18/02/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_16-febbraio-2022.pdf;12_39;VACCINATI CON CICLO INCOMPLETO;764.829;55.698;29/01/22;14/01/22;13/02/22;17.440.560;0,043853466;0,072824121;807.718;367;15/01/22;31/12/21;30/01/22;17.440.560;0,046312618;0,000454366;807.718;0;15/01/22;31/12/21;30/01/22;17.440.560;0,046312618;0;839.995;1;08/01/22;24/12/21;23/01/22;17.440.560;0,048163304;1,19E-06
16/02/22;18/02/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_16-febbraio-2022.pdf;12_39;VACCINATI CON CICLO COMPLETO DA > 4 mesi;6.486.269;414.418;29/01/22;14/01/22;13/02/22;17.440.560;0,371907152;0,063891584;6.949.756;1.609;15/01/22;31/12/21;30/01/22;17.440.560;0,398482388;0,000231519;6.949.756;35;15/01/22;31/12/21;30/01/22;17.440.560;0,398482388;5,04E-06;6.738.405;19;08/01/22;24/12/21;23/01/22;17.440.560;0,386364027;2,82E-06
16/02/22;18/02/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_16-febbraio-2022.pdf;12_39;VACCINATI CON CICLO COMPLETO DA <= 4 mesi;3.539.674;290.771;29/01/22;14/01/22;13/02/22;17.440.560;0,202956442;0,082146265;4.815.885;1.533;15/01/22;31/12/21;30/01/22;17.440.560;0,276131328;0,000318322;4.815.885;19;15/01/22;31/12/21;30/01/22;17.440.560;0,276131328;3,95E-06;5.512.094;4;08/01/22;24/12/21;23/01/22;17.440.560;0,316050287;7,26E-07
16/02/22;18/02/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_16-febbraio-2022.pdf;12_39;VACCINATI CON CICLO COMPLETO + DOSE AGGIUNTIVA/BOOSTER;4.512.046;182.061;29/01/22;14/01/22;13/02/22;17.440.560;0,258709927;0,040349988;2.515.610;614;15/01/22;31/12/21;30/01/22;17.440.560;0,144239061;0,000244076;2.515.610;15;15/01/22;31/12/21;30/01/22;17.440.560;0,144239061;5,96E-06;1.934.134;5;08/01/22;24/12/21;23/01/22;17.440.560;0,110898618;2,59E-06
16/02/22;18/02/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_16-febbraio-2022.pdf;40-59;NON VACCINATI;2.205.701;262.943;29/01/22;14/01/22;13/02/22;18.426.587;0,119702091;0,119210627;2.342.519;3.017;15/01/22;31/12/21;30/01/22;18.426.587;0,127127123;0,00128793;2.342.519;372;15/01/22;31/12/21;30/01/22;18.426.587;0,127127123;0,000158803;2.373.361;225;08/01/22;24/12/21;23/01/22;18.426.587;0,128800901;9,48E-05
16/02/22;18/02/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_16-febbraio-2022.pdf;40-59;VACCINATI CON CICLO INCOMPLETO;488.950;34.165;29/01/22;14/01/22;13/02/22;18.426.587;0,026535028;0,06987422;487.469;294;15/01/22;31/12/21;30/01/22;18.426.587;0,026454655;0,000603115;487.469;16;15/01/22;31/12/21;30/01/22;18.426.587;0,026454655;3,28E-05;504.331;15;08/01/22;24/12/21;23/01/22;18.426.587;0,027369746;2,97E-05
16/02/22;18/02/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_16-febbraio-2022.pdf;40-59;VACCINATI CON CICLO COMPLETO DA > 4 mesi;4.952.256;308.050;29/01/22;14/01/22;13/02/22;18.426.587;0,26875601;0,062203973;6.895.984;2.229;15/01/22;31/12/21;30/01/22;18.426.587;0,374240981;0,000323232;6.895.984;112;15/01/22;31/12/21;30/01/22;18.426.587;0,374240981;1,62E-05;7.582.836;98;08/01/22;24/12/21;23/01/22;18.426.587;0,411516034;1,29E-05
16/02/22;18/02/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_16-febbraio-2022.pdf;40-59;VACCINATI CON CICLO COMPLETO DA <= 4 mesi;1.947.749;124.781;29/01/22;14/01/22;13/02/22;18.426.587;0,105703189;0,06406421;2.419.491;826;15/01/22;31/12/21;30/01/22;18.426.587;0,131304348;0,000341394;2.419.491;44;15/01/22;31/12/21;30/01/22;18.426.587;0,131304348;1,82E-05;2.688.857;21;08/01/22;24/12/21;23/01/22;18.426.587;0,145922682;7,81E-06
16/02/22;18/02/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_16-febbraio-2022.pdf;40-59;VACCINATI CON CICLO COMPLETO + DOSE AGGIUNTIVA/BOOSTER;8.831.931;297.214;29/01/22;14/01/22;13/02/22;18.426.587;0,479303682;0,03365221;6.281.124;1.391;15/01/22;31/12/21;30/01/22;18.426.587;0,340872892;0,000221457;6.281.124;84;15/01/22;31/12/21;30/01/22;18.426.587;0,340872892;1,34E-05;5.277.202;38;08/01/22;24/12/21;23/01/22;18.426.587;0,286390638;7,20E-06
16/02/22;18/02/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_16-febbraio-2022.pdf;60-79;NON VACCINATI;933.058;83.108;29/01/22;14/01/22;13/02/22;13.548.727;0,068866839;0,089070562;1.023.730;5.696;15/01/22;31/12/21;30/01/22;13.548.727;0,075559128;0,005563967;1.023.730;939;15/01/22;31/12/21;30/01/22;13.548.727;0,075559128;0,000917234;1.038.441;1287;08/01/22;24/12/21;23/01/22;13.548.727;0,076644913;0,001239358
16/02/22;18/02/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_16-febbraio-2022.pdf;60-79;VACCINATI CON CICLO INCOMPLETO;253.379;10.256;29/01/22;14/01/22;13/02/22;13.548.727;0,018701314;0,040476914;221.048;493;15/01/22;31/12/21;30/01/22;13.548.727;0,016315038;0,002230285;221.048;31;15/01/22;31/12/21;30/01/22;13.548.727;0,016315038;0,000140241;226.231;88;08/01/22;24/12/21;23/01/22;13.548.727;0,016697583;0,000388983
16/02/22;18/02/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_16-febbraio-2022.pdf;60-79;VACCINATI CON CICLO COMPLETO DA > 4 mesi;2.481.619;107.049;29/01/22;14/01/22;13/02/22;13.548.727;0,183162521;0,043136759;4.075.471;5.610;15/01/22;31/12/21;30/01/22;13.548.727;0,300801027;0,001376528;4.075.471;499;15/01/22;31/12/21;30/01/22;13.548.727;0,300801027;0,00012244;4.839.792;992;08/01/22;24/12/21;23/01/22;13.548.727;0,357213781;0,000204967
16/02/22;18/02/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_16-febbraio-2022.pdf;60-79;VACCINATI CON CICLO COMPLETO DA <= 4 mesi;586.169;20.435;29/01/22;14/01/22;13/02/22;13.548.727;0,043263769;0,03486196;678.549;694;15/01/22;31/12/21;30/01/22;13.548.727;0,050082122;0,001022771;678.549;61;15/01/22;31/12/21;30/01/22;13.548.727;0,050082122;8,99E-05;749.465;119;08/01/22;24/12/21;23/01/22;13.548.727;0,055316267;0,00015878
16/02/22;18/02/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_16-febbraio-2022.pdf;60-79;VACCINATI CON CICLO COMPLETO + DOSE AGGIUNTIVA/BOOSTER;9.294.502;164.549;29/01/22;14/01/22;13/02/22;13.548.727;0,686005556;0,017703907;7.549.929;3.510;15/01/22;31/12/21;30/01/22;13.548.727;0,557242684;0,000464905;7.549.929;255;15/01/22;31/12/21;30/01/22;13.548.727;0,557242684;3,38E-05;6.694.798;452;08/01/22;24/12/21;23/01/22;13.548.727;0,494127456;6,75E-05
16/02/22;18/02/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_16-febbraio-2022.pdf;80+;NON VACCINATI;190.597;17.023;29/01/22;14/01/22;13/02/22;4.594.071;0,041487604;0,089314103;209.069;4.145;15/01/22;31/12/21;30/01/22;4.594.071;0,045508439;0,01982599;209.069;154;15/01/22;31/12/21;30/01/22;4.594.071;0,045508439;0,000736599;212.316;1817;08/01/22;24/12/21;23/01/22;4.594.071;0,04621522;0,008557998
16/02/22;18/02/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_16-febbraio-2022.pdf;80+;VACCINATI CON CICLO INCOMPLETO;89.653;2.196;29/01/22;14/01/22;13/02/22;4.594.071;0,019514936;0,02449444;81.625;378;15/01/22;31/12/21;30/01/22;4.594.071;0,017767466;0,004630934;81.625;7;15/01/22;31/12/21;30/01/22;4.594.071;0,017767466;8,58E-05;81.860;150;08/01/22;24/12/21;23/01/22;4.594.071;0,017818619;0,001832397
16/02/22;18/02/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_16-febbraio-2022.pdf;80+;VACCINATI CON CICLO COMPLETO DA > 4 mesi;655.756;19.316;29/01/22;14/01/22;13/02/22;4.594.071;0,142739631;0,029456078;875.640;4.212;15/01/22;31/12/21;30/01/22;4.594.071;0,190602191;0,004810196;875.640;90;15/01/22;31/12/21;30/01/22;4.594.071;0,190602191;0,000102782;972.953;1648;08/01/22;24/12/21;23/01/22;4.594.071;0,211784494;0,001693813
16/02/22;18/02/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_16-febbraio-2022.pdf;80+;VACCINATI CON CICLO COMPLETO DA <= 4 mesi;90.634;3.426;29/01/22;14/01/22;13/02/22;4.594.071;0,019728472;0,037800384;98.451;427;15/01/22;31/12/21;30/01/22;4.594.071;0,021430013;0,004337183;98.451;16;15/01/22;31/12/21;30/01/22;4.594.071;0,021430013;0,000162517;104.904;133;08/01/22;24/12/21;23/01/22;4.594.071;0,022834649;0,001267826
16/02/22;18/02/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_16-febbraio-2022.pdf;80+;VACCINATI CON CICLO COMPLETO + DOSE AGGIUNTIVA/BOOSTER;3.567.431;73.319;29/01/22;14/01/22;13/02/22;4.594.071;0,776529357;0,020552325;3.329.286;5.560;15/01/22;31/12/21;30/01/22;4.594.071;0,724691891;0,001670028;3.329.286;120;15/01/22;31/12/21;30/01/22;4.594.071;0,724691891;3,60E-05;3.222.038;1423;08/01/22;24/12/21;23/01/22;4.594.071;0,701347019;0,000441646
23/02/22;25/02/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_23-febbraio-2022.pdf;12_39;NON VACCINATI;2.041.709;218.070;05/02/22;21/01/22;20/02/22;17.440.560;0,117066711;0,106807581;2.258.402;1.921;22/01/22;07/01/22;06/02/22;17.440.560;0,12949137;0,000850601;2.258.402;54;22/01/22;07/01/22;06/02/22;17.440.560;0,12949137;2,39E-05;2.351.436;26;15/01/22;31/12/21;30/01/22;17.440.560;0,134825717;1,11E-05
23/02/22;25/02/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_23-febbraio-2022.pdf;12_39;VACCINATI CON CICLO INCOMPLETO;743.130;44.095;05/02/22;21/01/22;20/02/22;17.440.560;0,042609297;0,059336859;778.178;313;22/01/22;07/01/22;06/02/22;17.440.560;0,044618865;0,000402222;778.178;1;22/01/22;07/01/22;06/02/22;17.440.560;0,044618865;1,29E-06;805.101;1;15/01/22;31/12/21;30/01/22;17.440.560;0,046162566;1,24E-06
23/02/22;25/02/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_23-febbraio-2022.pdf;12_39;VACCINATI CON CICLO COMPLETO DA > 4 mesi;5.885.534;281.112;05/02/22;21/01/22;20/02/22;17.440.560;0,337462444;0,047763211;6.914.272;1.328;22/01/22;07/01/22;06/02/22;17.440.560;0,39644782;0,000192066;6.914.272;35;22/01/22;07/01/22;06/02/22;17.440.560;0,39644782;5,06E-06;6.949.853;16;15/01/22;31/12/21;30/01/22;17.440.560;0,39848795;2,30E-06
23/02/22;25/02/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_23-febbraio-2022.pdf;12_39;VACCINATI CON CICLO COMPLETO DA <= 4 mesi;3.012.817;202.198;05/02/22;21/01/22;20/02/22;17.440.560;0,172747721;0,067112606;4.142.038;1.315;22/01/22;07/01/22;06/02/22;17.440.560;0,237494553;0,000317477;4.142.038;16;22/01/22;07/01/22;06/02/22;17.440.560;0,237494553;3,86E-06;4.817.786;4;15/01/22;31/12/21;30/01/22;17.440.560;0,276240327;8,30E-07
23/02/22;25/02/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_23-febbraio-2022.pdf;12_39;VACCINATI CON CICLO COMPLETO + DOSE AGGIUNTIVA/BOOSTER;5.757.370;187.278;05/02/22;21/01/22;20/02/22;17.440.560;0,330113827;0,032528394;3.347.670;662;22/01/22;07/01/22;06/02/22;17.440.560;0,191947392;0,000197749;3.347.670;13;22/01/22;07/01/22;06/02/22;17.440.560;0,191947392;3,88E-06;2.516.384;6;15/01/22;31/12/21;30/01/22;17.440.560;0,14428344;2,38E-06
23/02/22;25/02/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_23-febbraio-2022.pdf;40-59;NON VACCINATI;2.134.858;204.506;05/02/22;21/01/22;20/02/22;18.426.587;0,115857484;0,095793725;2.294.903;2.431;22/01/22;07/01/22;06/02/22;18.426.587;0,124543031;0,001059304;2.294.903;285;22/01/22;07/01/22;06/02/22;18.426.587;0,124543031;0,000124188;2.342.453;206;15/01/22;31/12/21;30/01/22;18.426.587;0,127123542;8,79E-05
23/02/22;25/02/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_23-febbraio-2022.pdf;40-59;VACCINATI CON CICLO INCOMPLETO;496.835;27.288;05/02/22;21/01/22;20/02/22;18.426.587;0,026962942;0,054923667;472.800;274;22/01/22;07/01/22;06/02/22;18.426.587;0,025658577;0,000579526;472.800;17;22/01/22;07/01/22;06/02/22;18.426.587;0,025658577;3,60E-05;485.728;17;15/01/22;31/12/21;30/01/22;18.426.587;0,026360172;3,50E-05
23/02/22;25/02/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_23-febbraio-2022.pdf;40-59;VACCINATI CON CICLO COMPLETO DA > 4 mesi;3.945.031;186.588;05/02/22;21/01/22;20/02/22;18.426.587;0,214094504;0,047296967;6.091.549;1.888;22/01/22;07/01/22;06/02/22;18.426.587;0,330584769;0,000309938;6.091.549;98;22/01/22;07/01/22;06/02/22;18.426.587;0,330584769;1,61E-05;6.895.023;111;15/01/22;31/12/21;30/01/22;18.426.587;0,374188828;1,61E-05
23/02/22;25/02/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_23-febbraio-2022.pdf;40-59;VACCINATI CON CICLO COMPLETO DA <= 4 mesi;1.734.224;92.297;05/02/22;21/01/22;20/02/22;18.426.587;0,094115313;0,053220922;2.172.319;761;22/01/22;07/01/22;06/02/22;18.426.587;0,11789047;0,000350317;2.172.319;50;22/01/22;07/01/22;06/02/22;18.426.587;0,11789047;2,30E-05;2.420.492;26;15/01/22;31/12/21;30/01/22;18.426.587;0,131358672;1,07E-05
23/02/22;25/02/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_23-febbraio-2022.pdf;40-59;VACCINATI CON CICLO COMPLETO + DOSE AGGIUNTIVA/BOOSTER;10.115.639;279.997;05/02/22;21/01/22;20/02/22;18.426.587;0,548969758;0,027679616;7.395.016;1.451;22/01/22;07/01/22;06/02/22;18.426.587;0,401323153;0,000196213;7.395.016;87;22/01/22;07/01/22;06/02/22;18.426.587;0,401323153;1,18E-05;6.282.891;49;15/01/22;31/12/21;30/01/22;18.426.587;0,340968786;7,80E-06
23/02/22;25/02/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_23-febbraio-2022.pdf;60-79;NON VACCINATI;876.888;66.816;05/02/22;21/01/22;20/02/22;13.548.727;0,064721062;0,076196732;1.000.639;4.994;22/01/22;07/01/22;06/02/22;13.548.727;0,073854835;0,004990811;1.000.639;795;22/01/22;07/01/22;06/02/22;13.548.727;0,073854835;0,000794492;1.024.021;1268;15/01/22;31/12/21;30/01/22;13.548.727;0,075580606;0,001238256
23/02/22;25/02/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_23-febbraio-2022.pdf;60-79;VACCINATI CON CICLO INCOMPLETO;280.899;8.575;05/02/22;21/01/22;20/02/22;13.548.727;0,020732501;0,030526987;218.464;506;22/01/22;07/01/22;06/02/22;13.548.727;0,016124319;0,002316171;218.464;35;22/01/22;07/01/22;06/02/22;13.548.727;0,016124319;0,000160209;219.994;92;15/01/22;31/12/21;30/01/22;13.548.727;0,016237245;0,000418193
23/02/22;25/02/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_23-febbraio-2022.pdf;60-79;VACCINATI CON CICLO COMPLETO DA > 4 mesi;1.785.573;62.121;05/02/22;21/01/22;20/02/22;13.548.727;0,131788987;0,034790513;3.370.660;4.601;22/01/22;07/01/22;06/02/22;13.548.727;0,248780568;0,001365015;3.370.660;398;22/01/22;07/01/22;06/02/22;13.548.727;0,248780568;0,000118078;4.073.391;985;15/01/22;31/12/21;30/01/22;13.548.727;0,300647507;0,000241813
23/02/22;25/02/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_23-febbraio-2022.pdf;60-79;VACCINATI CON CICLO COMPLETO DA <= 4 mesi;540.625;16.130;05/02/22;21/01/22;20/02/22;13.548.727;0,039902273;0,029835838;627.843;698;22/01/22;07/01/22;06/02/22;13.548.727;0,04633963;0,001111743;627.843;62;22/01/22;07/01/22;06/02/22;13.548.727;0,04633963;9,88E-05;678.774;141;15/01/22;31/12/21;30/01/22;13.548.727;0,050098729;0,000207727
23/02/22;25/02/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_23-febbraio-2022.pdf;60-79;VACCINATI CON CICLO COMPLETO + DOSE AGGIUNTIVA/BOOSTER;10.064.742;150.191;05/02/22;21/01/22;20/02/22;13.548.727;0,742855177;0,014922489;8.331.121;3.950;22/01/22;07/01/22;06/02/22;13.548.727;0,614900647;0,000474126;8.331.121;299;22/01/22;07/01/22;06/02/22;13.548.727;0,614900647;3,59E-05;7.552.547;542;15/01/22;31/12/21;30/01/22;13.548.727;0,557435913;7,18E-05
23/02/22;25/02/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_23-febbraio-2022.pdf;80+;NON VACCINATI;176.149;14.119;05/02/22;21/01/22;20/02/22;4.594.071;0,038342681;0,080153733;204.412;4.188;22/01/22;07/01/22;06/02/22;4.594.071;0,044494741;0,020488034;204.412;127;22/01/22;07/01/22;06/02/22;4.594.071;0,044494741;0,000621294;209.097;1970;15/01/22;31/12/21;30/01/22;4.594.071;0,045514534;0,009421465
23/02/22;25/02/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_23-febbraio-2022.pdf;80+;VACCINATI CON CICLO INCOMPLETO;97.617;1.963;05/02/22;21/01/22;20/02/22;4.594.071;0,021248474;0,020109202;81.841;423;22/01/22;07/01/22;06/02/22;4.594.071;0,017814483;0,005168559;81.841;7;22/01/22;07/01/22;06/02/22;4.594.071;0,017814483;8,55E-05;81.290;188;15/01/22;31/12/21;30/01/22;4.594.071;0,017694546;0,002312708
23/02/22;25/02/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_23-febbraio-2022.pdf;80+;VACCINATI CON CICLO COMPLETO DA > 4 mesi;540.962;13.531;05/02/22;21/01/22;20/02/22;4.594.071;0,117752207;0,025012847;780.679;3.790;22/01/22;07/01/22;06/02/22;4.594.071;0,169931853;0,004854748;780.679;86;22/01/22;07/01/22;06/02/22;4.594.071;0,169931853;0,000110161;875.201;1683;15/01/22;31/12/21;30/01/22;4.594.071;0,190506633;0,001922987
23/02/22;25/02/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_23-febbraio-2022.pdf;80+;VACCINATI CON CICLO COMPLETO DA <= 4 mesi;87.863;2.994;05/02/22;21/01/22;20/02/22;4.594.071;0,019125303;0,034075777;93.596;436;22/01/22;07/01/22;06/02/22;4.594.071;0,020373216;0,004658319;93.596;19;22/01/22;07/01/22;06/02/22;4.594.071;0,020373216;0,000203;98.520;158;15/01/22;31/12/21;30/01/22;4.594.071;0,021445032;0,001603735
23/02/22;25/02/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_23-febbraio-2022.pdf;80+;VACCINATI CON CICLO COMPLETO + DOSE AGGIUNTIVA/BOOSTER;3.691.480;65.119;05/02/22;21/01/22;20/02/22;4.594.071;0,803531334;0,01764035;3.433.543;6.208;22/01/22;07/01/22;06/02/22;4.594.071;0,747385706;0,001808045;3.433.543;141;22/01/22;07/01/22;06/02/22;4.594.071;0,747385706;4,11E-05;3.329.963;1806;15/01/22;31/12/21;30/01/22;4.594.071;0,724839255;0,000542348
02/03/22;04/03/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_2-marzo-2022.pdf;12_39;NON VACCINATI;1.975.191;156.576;12/02/22;28/01/22;27/02/22;17.444.860;0,113224812;0,079271321;2.140.859;1.522;29/01/22;14/01/22;13/02/22;17.444.860;0,122721478;0,00071093;2.140.859;41;29/01/22;14/01/22;13/02/22;17.444.860;0,122721478;1,92E-05;2.261.330;25;22/01/22;07/01/22;06/02/22;17.444.860;0,129627294;1,11E-05
02/03/22;04/03/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_2-marzo-2022.pdf;12_39;VACCINATI CON CICLO INCOMPLETO;706.922;32.288;12/02/22;28/01/22;27/02/22;17.444.860;0,040523226;0,045674063;756.881;287;29/01/22;14/01/22;13/02/22;17.444.860;0,043387049;0,000379188;756.881;1;29/01/22;14/01/22;13/02/22;17.444.860;0,043387049;1,32E-06;776.492;2;22/01/22;07/01/22;06/02/22;17.444.860;0,04451122;2,58E-06
02/03/22;04/03/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_2-marzo-2022.pdf;12_39;VACCINATI CON CICLO COMPLETO DA > 4 mesi;5.208.753;174.421;12/02/22;28/01/22;27/02/22;17.444.860;0,298583824;0,033486134;6.486.693;1.058;29/01/22;14/01/22;13/02/22;17.444.860;0,371839785;0,000163103;6.486.693;32;29/01/22;14/01/22;13/02/22;17.444.860;0,371839785;4,93E-06;6.914.894;13;22/01/22;07/01/22;06/02/22;17.444.860;0,396385755;1,88E-06
